,0
5596,"You should create an open world game like this. It's super fast and smooth on my computer, can load large objects from afar, and great gameplay mechanics!"
5597,"Hi guys, I just finished this awesome game.
Seriously, this game is amazing.
This game relaxes you, be sure to take a cup of tea or coffee before passing.
The story is great, at the end I just cried, I would really like to see a book about this game: D
Perfect graphics
Everything is done very high quality, I'm surprised.
If you can't do something, you're not angry, but just trying to do it somehow differently. Pleasant music
Nice characters
I really love this game, and I would like to see the continuation of this story. It is a pity that it was all over.
Have fun, friends:3"
5598,"Great game. Nice graphic and start to get harder at the end of the game. Simply wish story wasn't told by a ""robot"". Felt like the guy speaking didn't have any emotion"
5599,"Best game I've played in a while.  Outstanding.  If you are looking for something different, this is for you."
5600,Awesome game with round about 2 1/2 hours of playtime. Buy it!
5601,"This game is 9/10 and I ll tell you why is not a 10/10 . The game is chill, you ll have a lot of fun playing it and the story is great, but it s a short game.. :/ i would like to see the part 2 : with this guy's daughter going in the same adventure to look for maddie and uncle fred, it will be cool to find his skeleton and a message from fred to his nephew. The other think is that the games is pretty expensive for a short story :(. But congrats, the game was Perfect ! Hope for part2."
5602,"What a story... 
To everyone about to play it. read everything there is. You'll figure out the whole story"
5603,Swingy fun time
5604,"Spiderman simulator 2019 









p.s. this game is adorable, buy it and prepare for Zen time"
5605,"I really liked this game. I am not a fan of first person plateformers but this one was special. The graphics are pretty, the BO as well. The story may not seem crazy first, but there is so much implicit. It is beautiful!"
5606,"Buy it Story is very good but it's very short too
In the end of this game very sad for me
i know it's crazy but i wan't episode 2"
5607,"well 9/10 i mean , the game is just pretty good overall ,but its too short , only like 2.5 h."
5608,A pleasant game to play
5609,A lovely story but definitely not worth the full price for only about 2 and a half hours of game play.
5610,cooluchi
5611,"Good game, has some fun mechanics. Honestly story was kinda weak but journey was nice. Sadly it was short"
5612,Game is too shitty
5613,"Why Must Frog if Fox Far more Beautifull...
i wish Uncle Fred make Experiment About Fox so There Would be  Anthro Fox :u
if Only Maddie is A Fox... or some Furry Creature... i would Buy This Game"
5614,"Wow.
Just, wow.
This is really, really good.
I haven't finished it yet, but its so much fun and I love the story. Its such a beautiful and interesting game, and Im so close to beating it. I can't wait to see how it ends, but I don't want it to ever.
I got this for free during a one day sale thing, I would absolutely pay the 12.99 for it though."
5615,"This is a great little game.  I say little because I finished it in under three hours.  It would have been two if I didn't get stuck trying to complete Maddie's game before cracking the shits.  For the most part, I felt like a steampunk Spiderman slinging around in old caverns, which was great fun.  I only wish there were side missions or something to give it more play time."
5616,An incredible experience!
5617,"This is a great platformer game and has a very unique and fun playstyle that's not really been done before in a first person game. The story is horrible, but it's pretty clear that the story was aimed to be simple and something even a child would be able to enjoy. It'll take you about 1-3 hours to finish this entire game. However there are workshop maps that you can try out if you feel like it. There's a couple of fun achievements you can try to go for (If you don't mind listening to minute long unskippable conversations that forces you to stay and listen) However i don't think the game is worth it's price tag. If it's on sale or up for free again then go ahead and purchase it. But if you're paying full price for it then it's not really worth your money in my opinion."
5618,Such a wonderful game with beautiful sceneries. I enjoyed it quite a bit.
5619,"For being a relatively short game, it had a pretty decent story and interesting movement. I enjoyed the playthrough of it and found it fun to grapple through the caves. Not sure if I'd pay any more than $5 on it considering how short it is but it was still worth it for what it was"
5620,Noice
5621,"Wonderful game. Gameplay is smooth and enjoyable, Mechanics are accessible and understandable while still offering paths of challenge, Story is engaging and entertaining, and the extra modes past the base campaign are fun. Settings allow for customization for every person. Overall everything about this game is enjoyable, but the story is so enjoyable that its ending comes far too soon. You won't want to stop playing past the ending."
5622,"Interesting take on the First-Person-Platformer-Genre. The gameplay is decent and the world looks lovely. 
But what in my opinion really stands out, is the atmosphere and the way the story is told. The ending also leaves room for a lot of interpretation (ref. top review)

overall solid 9/10"
5623,"===[ Player Bases: ]===
☐ Kids
☑ Everyone
☐ Casual players
☐ Gamers
☐ Hardcore Gamers

===[ ☼ Graphics: ]===
☐ Minecraft
☐ Really bad
☐ Bad
☐ OK
☑ Good
☐ Beautiful
☐ Masterpiece

===[ Price/quality: ]===
☑ Full price
☐ Wait for sale
☐ Average
☐ Refund it if you can
☐ Don't do it
☐ Free

===[ ☣ Requirments: ]===
☐ 90' PC
☑ Minimum
☐ Medium
☐ Fast
☐ High end
☐ NASA computer

===[ ☼ Difficulty: ]===
☐ You just need 2 arms
☑ Easy
☐ Easy to learn / Hard to master
☐ Hard (couples of hours getting beat up)
☐ Nope


===[Game time/length ]===
☐ Really short ( 0 - 2 hours)
☐ Short ( 2 - 10 hours)
☑ Few hours ( 8 - 20 hours)
☐ Long ( 30+ hours)
☐ Endless (Depends on the player)

===[ Story] ===
☐ It doesn't have
☐ Still better than Twilight
☐ Okay
☑ Quite Good
☐ Fantastic

===[ Bugs ]===
☐ 24/7 Bugs
☐ Bugs sometimes crashing the game sometimes
☐ Some bugs there and there
☐ Few Bugs
☐ Funny bugs
☑ Nothing"
5624,"[table]
[tr]
[td][h1][i]⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀              ⠀suicideboys exodus⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀ ⠀⠀⠀[/i][/h1]

https://www.youtube.com/watch?v=4jJyjdER0v4"
5625,Nice Game
5626,"Got this for free and can say I was not dissapointed. It has an easy and effective story. Not a huge heartbreaker but it does its job and makes you think for a couple of minutes. I really liked the soundtrack and the level design, although the graphics could've been better. Though I usually don't give one damn about graphics in games so it didn't bother me. The game also has some ""mystery"" feel to it, at least in my experience, because you never know what the next location you visit is going to look like, apart from conjectures you form after listening to tales about these places. It also gets a bit challenging at certain moments towards the end so you can definitely count on that.
Most importantly, though: is it worth spending $13 on this pretty short game? Well, decide if the overall theme, the setting and the atmosphere are anyhow enticing to you. And if the answer is yes, and you also have some spare cash an and evening, then why not?"
5627,The controlls are awefull with absolutely no feedback and the voice-acting of the Father I assume is bad aswell. I could not play this game more than 10 minutes. I am really glad that I got it for free so I do not have to anger about spending money for such a bad polished game.
5628,"A story about my uncle is a cute parkour game, the story is being told as a night time story by a father (I believe) to a child. The art style is amazing and characters look beautiful. Maddie is an amazing character that just wants to be accepted by her own people. 

The game is lacking a few things, the voice acting goes flat from time to time, as if the characters read their lines. Controls does not always works such as power leap and grapping. The game is too over priced for such a short game (2 hours). 

I gave up after 8 hours of controls not working and the lack of directions in the game. Half the time I didn't know where exactly to go and just guessed where to go and just ended up at the same spot I started on.  The controls didn't work and especially the power leap.  By the end of the ice berg I totally lost interest in the game. No directions on where to go more than ''Go back'' while half the place collapses. 

The first two ''levels'' had me going and all excited about the game but after the village everything went downhill from there. I'm happy that I got the game for free cause I wouldn't wanna pay for this game"
5629,"A very very pleasant story and adventure!

I picked up this game in the last hour when it was free just for a ""maybe later"" game but these days I had nothing really else to play with so I started it and it was a really really good experience. I like that it's not that long, and you can get to the end of the story in 3-4 hours, but if you want to complete it 100%, it surely takes you time.

And boy how challenging it is. Some sequences took me like 20-30 tries to complete, I haven't raged so hard on a single player game since my childhood when all the games were based on this. But it was a pleasant rage, and the feeling of accomplishment when I was indeed able to pull off those difficult jumps...worth it!

I recommend this game to anyone who wants to have a nostalgic experience because this game offers you that, but it also gives you a new kind of story you havent experienced before. I have only finished the story now, but I will surely give a try to get all the achievements.

TLDR: good game, it is worth around 3-5 euros, I wouldn't really buy it over that"
5630,Nice game
5631,"It was alright, very short and definetely not worth $14 (although I received it for free). The movement feels very slow, especially with the grappling hook, and I found myself getting bored of it even though it was only 2 or 3 hours. Some of the dialogue/subtitles are poorly translated, and the story overall is meh."
5632,"The campaign of this game can be summarized as such:

""Where's Fred?  Have you seen him?  Have you seen him?  Have YOU seen him??  Oh, hi Fred!  Bye Fred!""  The end.

I tend to like to story-driven games the best, but I hear your dissent.  It doesn't need a compelling story to be an enjoyable game.  I agree, and while the gameplay concept had potential, the hyper-short campaign and the clear lack of any rigorous beta testing really made it fall short of that potential.  The game gives you access to a handful of free-range parkour tools and leaves you to navigate the level designs.  Tools like a power suit with a super-jump ability (and I really mean a SUPER jump), shock-absorbing boots, and a super-sprint ability, later to be modified with a tractor-beam-like grappling hook that has a limited number of uses before it runs out, and a rocket propulsion system for your boots.  You're then left to find the correct combination of moves to advance across arrays of floating rocks and platforms.  There's very little handholding in this game, and I like that.  However, if you're going to give the players the tools to reach virtually any place in the level, you're going to need to expect them to reach almost every place in the level.

Just 10 minutes into the game, I got myself stuck between 2 rocks, and only narrowly managed to glitch myself out.  On some of the larger floating rocks in the third level, I didn't see the obvious path and started jumping and grappling around and easily got myself to the peak of the rock, where the designer clearly foresaw no one going.  From there the mesh didn't align with the textures and I could see through the whole map.  But even the main path wasn't without it's own problems.  The windmills in particular in the third level don't play nicely with the grappling tool, even though you're supposed to use them to advance.  Sometimes the grappling tool would cling to the windmill, and sometimes it just wouldn't.  Twenty failed attempts later and I decided to pull up a walkthrough, and when even the walkthrough's advice is to just glitch your way through the windmills, you know you did something wrong when you built the level.  Seriously.  It said that.


As you can see on my review, it only took me 3 hours to complete the campaign, in spite of the numerous fails and entrapments I fell into.  I by no means played a perfect run.  There were several points in the game where I got held up for 20 minutes trying to find the right path.  A more astute player could probably finish the campaign on his first try in less than 2 hours.  Speedruns of this game would likely put Super Mario 64 to shame.

Overall, I thought the gameplay mechanic was a much needed fresh take on a parkour adventure game, but one that sloppily built and wasn't fleshed out, backed by a lackluster campaign with flat characters and cringy voice acting.  Normally I'd say to buy the game on sale because, I don't know how the developers can justify charging $13 for the lack of work they put into this game, but I got it for free on a weekend deal, and I still wouldn't recommend it even if they have a repeat event.  I'm not saying I want my 3 hours back, but my life would've been no less complete if I had never installed this game."
5633,Two hours of fun!
5634,"This game is a pain in the ass. Takes an average of 2 hours to complete. 
I'd say this is one of the best adventure game out. Do give it a try, you wont regret it. Or would you? Who knows."
5635,"[H1]The plot[/H1]
""A Story About My Uncle"" is a specific game. The father tells his daughter the story of his uncle's disappearance, in which he participated. We travel the same places from the perspective of our father and the same adventures as the hero of the game, and the objective is to find the missing uncle Fred.

[h1]Control and physics of the game[/h1]
In the game, we move around using a costume that allows us to move over long distances. The glove allows us to attach to the walls, but not all of them. In addition, we jump higher and run faster. Unfortunately, the control of this costume is not always perfect. Often the game reacts differently than we would like, which makes it difficult to pass a given level without death.

[h1]Locations[/h1]
There are not many of them in the game, we will find ourselves mainly in caves, iceberg and in one open location, whose openness lies in the fact that we are not in the cave. In every location you can find Fred's machines, but they are not necessary to complete the game.

[h1]Graphics[/h1]
Locations in the game are made nicely when we look at them from a distance, but from close up there is nothing to admire. I often managed to get into textures and even go beyond the map.
The characters we meet along the way are stiff, made fast and do not make a positive impression on the player.

[h1]Sound[/h1]
Throughout the game we can listen to the soundtrack flying in the background, which is pleasant to the ears and perfectly fits the atmosphere of the game.

[h1]Game modes[/h1]
In addition to the usual storyline we can go through each level in the time mode, where our task will be to beat the level in the shortest possible time.

[h1]Summary and rating[/h1]
""A Story About My Uncle"" is a short game with an interesting plot, perfect for playing in the evening when we have a little more time. Unfortunately, bugs and frequent lack of cooperation with us can be annoying. 
[b]
✔️Quite an interesting plot.
✔️Sound
✔️Mode of movement in locations
✔️Nice locations
✔️Dubbing

❌Map errors
❌Game physics does not always work with us
❌Stiff, wooden characters
❌Locations get bored after a while[/b] 

[b][i]Time of completion: 2-3 hours[/i][/b] 

[b][u]Rating: 6/10[/u][/b]
[b]
ATTENTION!
Please note that this is only my evaluation and opinion of the game. If you do not agree with it or think that the game deserves a higher or lower rating, please leave a comment and I will be happy to respond.[/b]

[h1]I invite you to follow my curator profile - https://store.steampowered.com/curator/34408584/ [/h1]"
5636,I would recommended anyone to play this game
5637,Good story!
5638,"A great, unique platformer with a touching narrative. Probably wouldn't have bought it full price, got it for free."
5639,"Dear Developers
thank you so much for this gem you gifted us i suggest everyone to try it and you won't regret !
"
5640,boooooooooooooooooooring
5641,I loved this game and i cried at the end. 11/10 would play again
5642,Este un joc distractiv si foarte misto
5643,"I got this game when it was free not knowing anything about it. The name sounded interesting and I thats about all I knew. After now completing the story line I can say this game is absolutely incredible! I would recomend it to anybody who likes story driven games and/or parkour games. The controls are awesome after you get used to them, the narration is top notch, the lighting is stunning and the character development is 10/10. This game slowly makes you fall in love with the quirky, well-written characters as you explore dangerous environments with high mobility, speed and precision.
The only con I ran into were a bug or two here or there, all of which were only minor. Sometimes you would get stuck a little out of bounds or your grapple would fling you off in an odd direction if you were too close to the platform you attached to.
Over all this is the very best parkour game I have ever played! It can be as deep or shallow as you'd like. Want to speed run? Have fun! Want to explore every nook and cranny? Have fun! With hidden easter eggs and unlockables the game has some re-playability, but mostly it just feels so good to swing and jump around in this facinating universe somewhere on the other side of a sci-fy trash chute."
5644,"A Story about my Uncle

The characters were alright honestly. the story could have been better, and the gameplay is simple and fun, i got annoyed at times but I still loved it. But it lacks a feeling of replayability, one of those games once you play and your over with it you dont  really re-visit."
5645,"Extremely short, but a very enjoyable experience. Get it on sale."
5646,"I went into this game with very low expectations. I saw it randomly installed in my game library and I was bored. This game was amazing! 5 stars! Great story, great idea! Absolutely phenominal game! Even i fit only has 2 hours of gameplay for a first-time player, it was still super fun! Loved t!"
5647,"(spoiler) creepy lizard fish dudes, and graple hooks"
5648,"This game was honestly breathtaking at times. Personally, I'm the kind of person to play a game based on how good it's visuals, soundtrack, story, and gameplay are, and honestly: I really enjoyed it.

 In my opinion, the soundtrack definitely added to atmosphere, and really created a sense of beauty towards the game, where it be the emotional sounds in the village, or the thick tension in the deepest depths of the caves. It ended up really engaging the player in the experience, and created real feelings, whether it be shivers, heartache or warmth. Defininately a win in my book.

The visuals were incredibly stunning and breathtaking. Entering some areas leaves you jaw-dropping, while cruising the landscape from your grapple, looking for points to land or sling, was just an immersing experience. Some parts do glitch, and look a little plain, and the character models aren't the most impressive, but the landscape and map are indeed worth the good reviews.

The story was quite interesting, and it was a nice way of storytelling. As you progress, so does the story you're telling, both in narrative form, and in cutscene form. Sometimes the story can, however feel slightly off, with some parts maybe needing a little more added. All in all however, the story is indeed a vital touch to this game, which makes the game feel really spectacular.

The gameplay was indeed quite enjoyable. Although some parts seemed tedious at times, and others just plain frustrating, the overall experience of this first-person platformer is quite joyful and exciting. The controls feel good, and the movement through the air feels polished. Except for a few terrain glitchinges, and the occasional problem with the grappling arm, moving about feels generally fun. It really does feel like you're flying through the air at high speeds. Overall, the gameplay was not perfect, but definitely very good.

Receiving this game for free, it was an honor to play it. In my opinion, the game may not be worth £10 to its full capacity, as it only lasts 4-6 hours (depending on how long the player takes), and replayability is generally quite low, except for the occasional achievement hunting. However, I am also a student with low income, so I may not be the best person to ask about finances. If I could play this game again for the first time, I definitely would. Even for the price, it's worth playing."
5649,"It's okay. The environments are fantastic, but the animation looks like the live-action Pinocchio movie, and the characters range from looking pretty good to unintentionally horrifying. At first, I thought the story going to have a plot twist, but no, not really. I thought this because the story is so bad I couldn't take it at face value. There is technically a plot twist, but you have to read between the lines to figure it out, and it's not good either. [spoiler] Uncle Fred actually died in a climbing accident, and the protagonist just made up a scenario where he could still be alive. This is kind of a lame twist.[/spoiler] The voice acting also ranges from really good, to kids show quality. The gameplay is pretty good, it has a nice sense of flow to it, but there isn't a lot of variety in the abilities, and towards the end, it's kind of hard to tell what you can grapple on to and what you can't. I was just kind of bored by the end of the game, even though this game is pretty short."
5650,Story is alright. The experience comes mainly from the music and just jumping and grappling around. The atmosphere of the game is very nice and I 10/10 reccomend picking it up.
5651,"This game had a very nice story and was enjoyable to play. To note the game wasn't super long so I do recommend to get it on a sale. Also, it is an easy to learn hard to master type of game so there may be times where the game may frustrate you but it is very satisfying when you finally reach the next checkpoint. Overall, this is a game I would recommend others to play."
5652,"Nice, but not for me.
From about half way in the game there is no more flow as you try over and over to solve the next sequence. And the next. And this one takes 20 tries.  The next just 18. The next 35 tries.
I quit on the final & hardest chapter and watched the rest on youtube.
As I read later this is rather recommended to play on m&k, I played on controller. So maybe I will give it another try."
5653,"A fun game with a good story.
Would recommend."
5654,OOF
5655,"Almost cried. Almost.




I cried."
5656,great game
5657,A very great game with a very great story !
5658,Beautifull....but boring
5659,Good Game... Would be better if the story was longer than 2 hours tho!!!
5660,"Damn boi very nice game 
great gameplay ,unique world (great for screenshots :v), very good level design
i got it for free from Humble Bundle but anyway it worth :3"
5661,"Beautiful story, beautiful graphics, fun gameplay. Although it´s a bit short, it´s definitely worth it if you like this kind of game!"
5662,Amazing game. Best platforming game I played.
5663,im just be honest.I suck at these kind of games(really try as hard as i chould) n i can easily get headache at these stuff.Sorry for those who like this kind of games.Its fun just that im bad af at this game.
5664,"Nice story and i really enjoy the gameplay.
I also like the world building and soundtrack, 
even though it was short but very wholesome.
Very short buy i enjoyed nonetheless."
5665,"Got it while it was free, 
pretty good game but really short, i finished it in about 2 hours according to steam.
Not sure if i would pay money for this though"
5666,"a good story with good graphics

thank u <3"
5667,beautiful scene
5668,i like this game :)
5669,"Good storyline, pretty scenery, good movement system. Game can be finished within 2-3 hours. 10/10 would recommend"
5670,when ur home alone with ur uncle
5671,Got this game for free. Want my free back.
5672,"I was lucky enough to get this game for free when I logged into Steam at a random time.
I think I'd seen a trailer for this game once and didn't know what to expect aside from some platforming puzzles.
Overall, it was an enjoyable game to play through but lacking in polish.
The gameplay is fun.  Grappling around on floating rocks feels smooth and fairly intuitive.  I say 'fairly' because the grapple operates as a straight pull with no 'swing' to it as might be anticipated by general rope physics and the games 'cover art' as seen right below the community hub button.  This means pulling yourself towards any object too long will lead to bonking your head and losing all momentum.  There's a certain finicky-ness to the technique the game is asking you to master that might put some people off.
Story-wise, it felt fairly forced and unconnected with the world.  The game is infrequently narrated by the protagonist telling the story to his daughter many years later.  Not a bad device, but there were long stretches where there wasn't anything to for the character to comment on.
There are a few speaking characters encountered in the game who outline a bit more of what's going on, but the story they're telling doesn't make much sense.  It feels like someone had a outline of a world then threw some para-science mystery stuff on top of it.  
I would still recomend the game.  I value unique experiences in gaming and this had plenty of that.  Grappling is usually a lot less free-form and I was able to enjoy dashing around randomly.  Has this game made it to AGDQ yet?  I would love to see a speed runner's take of this game.  I need to go check after finishing this review.
On a final note, I've completed one playthrough of the game and only earned on achievement so far.  The majority they have are for completing portions of the game without dying and using a limited number of grapples.  These are the kinds of achievements I like as they encourage playing through again with more of a goal. 
"
5673,Amaizing story hidden in plain sight. Loved the mechanics of it though at the end it became a bit chunky it still felt amaizing soring through the sky.
5674,"I have got this game for free and I wouldn´t mind giving developers some money. It is nice, friendly, kinda relaxing game. It´s a shame that the main story is only for 2 hours, but I have enjoyed these 2 hours a LOT. More games like these please, it´s really nice. I recommed for everyone."
5675,Pretty nice surprise having received this game for free on humble bundle. It's a fan 3D platformer with a quite unique approach. It's short but this short amount of time ist packed with gameplay. Good game!
5676,YES
5677,"In A Story About My Uncle you are searching for your uncle in a fantasy world by using hooks, fast jumps and jet boots. 

[b]pros[/b]
++ challenging
+ some might like the story
+ platforming
+ beautiful
+ got it for free

[b]cons[/b]
- felt unfar at times
- too many instant kills
- not enough gameplay elements

[h1]Verdict[/h1]
A Story about my uncle is a challenging gaming experience with punishing platforming with an average story. Only recommended if you are interested into this game or if you are too proud to admit that you might be bad at platforming.

Genre: first-person platforming
Replay value: low
Rating: don't know
Recommendation: It depends
Special endorsement: No"
5678,"The concept of swinging around with a grappling hook seems cool, but A Story About My Uncle doesn't really do much with it. I'm a sucker for fast-feeling games, and this game has a real lack of feel when it comes to the grappling hook. It doesn't... feel as fast as it could (Yes, I'm probably nitpicking, but overall the gameplay doesn't feel super enjoyable). Apart from that, well, it's a short game where you're occasionally brought to a max speed of ""casual stroll"" so you can watch a ""Half-Life 2 cutscene""  where people talk and all you wanna do is just keep playing the fucking game already (and it's jarring how instead of talking to people, the narrator/protagonist says something like ""I said this""). It's a pretty short game, and if I hadn't gotten it for free I'd probably consider refunding. Not that it's awful, but it's nothing to write home about and there are more interesting games to play."
5679,"So I got this game when they were recently doing the free giveaways... And I am so happy i did. This is a stunning game, amazing story line, and generally put together spectacularly. I would definitely recommend, it is well worth the money. I have not yet completed the game but I am excited for what lies in store ahead...  So happy I found this game. This would also work amazingly as a VR (if there isn't already... I'm not sure). Play this game!"
5680,I bought this game for free but if i had known this game was this good i would give double price. I wish this game to have second game.>>>>>> You can start second game from last place you left. The portal starts without want and teleports to the other universe. Then you see a suit. Better then the one you weared when you were kid.<<<<<<< The continue story might be like this
5681,great story but ..@#%!ing game play ... i almost smash mouse some of the time ... :angry:
5682,"This game is a fun responsive platformer with a story that feels complete and actually is pretty good. Its reather cheap coming in at 12.99 USD and feels polished to that level. The platforming is challenging (sometimes) and really satisfactory. Your character feels like they have real weight. The game looks good, not amazing or anything out of the park, but good. My only real complaint is the length. Clocking in at 2 to 3 hours its a rather short experience that I wish was longer. I also got this wierd clipping problem sometimesa but it didn't break the game so I gave it a pass.

TL;DR
Fun responsive platformer with a good story, but short.
8/10"
5683,Great Platform concept; a little treasure in the genre
5684,"Nice story and nice atmosphere, game play is just ok, overall THIS GAME IS GREAT! give it a try."
5685,"Nice game, received it for free, but it is worth to buy.
Game perfectly runs on a laptop.
Adventure game, parkour game...
You can watch some walktrough on youtube to see the awesome graphics.
"
5686,What a great game! I was amazed how it allowed a continual sense of exploration and the feeling of freedom throughout.
5687,Short but amazing
5688,"Great game, visually stunning and a story line that made me feel like I was actually in the world. 9/10"
5689,"Nice storyline, enjoyed it till the end, but the time trials are little bit unforgiving, especially on the first one, where hooks are not available mid run."
5690,"A Story About My Uncle is a good adventure game, with easy-to-learn controls, a good storyline and great environments. I rate it 9/10, would recommend."
5691,"emotional story, buggy gameplay but cool enough for time pass."
5692,very nice 2 hour long story
5693,"When i play, i am like become a spiderman."
5694,I don't know how the fuck it got me but it's pretty fun and challenging
5695,"I literally can't stop saying literally like literally its really hard, leafy ruined this game while literally saying literally 500 literal times"
5696,"Great Indie title with particular strong points, it offers a unique way of moving through the levels with an enormous sense of freedom and agility, although in the ending chapters the maps are more complex in order to increase the challenge. The story has its moments with a heartwarming and nostalgic feel to it, but in my opinion where this game really stands-out is in the art department, you can really tell that there was a lot of creativity involved in it, most of the maps seem like something that probably most of us have dreamt about, which mixed with the music make it for a memorable experience alone. Obviously due to its short duration I would have to highly recommend this title if it is on sale."
5697,"A really nice, cute & warm game with interesting physics & movement. Sometimes you don't need a compagnion cube, just some rocket boots & a friend ;)"
5698,A great game for free a little short though but thats ok I had fun all the way
5699,A short but sweet adventure. I wish Gone North  had spent their time developing a sequel rather than a bunch of stupid goat games.
5700,awesome gameplay but too short...way too short....
5701,"I found the hidden mercy main inside me.
This is soooo soothing and drags you in bigtime.
Kudos to the devs, the world is beautiful, gameplay ultra responsive, a fine overall idea.

If I would buy it myself? No, but that's me having a contract with the devil to spend money only  on multiplayer games.
I highly reccomend it though"
5702,Very gud game
5703,Great story. Good mechanics.
5704,"This was a lovely game with a very nice story a good ending and good controlls

overall a good game"
5705,A Story About My Uncle is a great game to play when you just wanna rela- ... I SHOULD HAVE MADE THAT JUMP WHAT THE FU-
5706,"6/10

Decent first person platformer, beatable under 3 hours. Jumping and grappling is pretty fun, but getting a bit tedious near to the end, because of the not so great level desings. They are okay, but thats it. Sometimes lighting isnt great either, and the voice acting is just bad, honestly. The plot itself is decent though. Also I hate when collectibles doesnt affect your gameplay. All they do is unlock some modded versions of the game (which you wont play anyways).

13 EUR for a 6/10, 3 hour long game? Nah bro. I got it for free, but the maximum I would pay for this game is about 4 or 5. Typically one of those you games what you buy during 70-80% off.

Agains all its flaws, I would still recommend playing it once. The core mechanics of the game is enjoyable."
5707,"Amazing Game 8/10 Bit buggy with the Grappler sometimes.

A Story About My Uncle was Fun but sometimes Glitchy. Experience about what happened/were your uncle went. You have to Travel though an amazing atmosphere and meet Interesting characters along the way to Find your uncle and you get to use a variety of different tools/Weapons.

Overall its a good game. I recommend it."
5708,"[i]A Story About My Uncle[/i]

I would recommend this game to anyone who wants to play a short but good story. The game itself isn't that big. The story is short, the graphics are not the best and there is not a lot of options to configure. I did complete the whole story in just two hours without going too slow or fast. 

The gameplay is unique which makes it stand out from other games. You are in the story as it goes on. You start of in a small house where you find a robotic suit. Shortly after you enter a portal to a whole other dimension with platforms in a big cave. You use your suit to parkour around from platform to platform and learn new jumps as you progress. While playing you hear a narration talking inside your head about the story.

The controlls from the beginning are not hard at all, and you only learn a few more as you progress. There aren't a lot of techniques to learn which makes the game easy to progress. Even if the games is pretty straight forward there are some challaning parts towards the end which I had to play over and over several times till I completed them.

If I would want to change something in the game that would be to add more interaction. As you progress you don't get any sort of options how to continue the story. You can't interact in the world in any way. I would like to be able to choose different dialogues and be able to talk to the people in the villages. Maybe even add small sidequests which would make the game a bit longer."
5709,"This is one of the best stories games i have ever played!
awesome gameplay and cute story made me wanna play it over agen"
5710,very nice
5711,"The game is ultra fun and i like it.
My only Problem is that you just play the story 3 hours  then it's over.
You just can repeat levels.

But all other is fine ;)"
5712,No words can describe how i felt playing this game. It almost felt like reading a book. Narration of the game was amazing as it compliments the depth of the storyline. I grew attached to them characters introduced and was sad when i had to let Madeline go away. If this was virtual reality i think i would never leave home. Everything about this game is awesome and i LOVE IT! 10/10 I wish the story was a litte longer as i grew to love the game. But all good games must come to an end. Well done towards the creator of this game. I wish you make more games like this.
5713,"Short but challenging.

Sad and pretty at the same time.

It is a real game, not a walking simulator like Gone Home."
5714,"One of the best games I've played in a while
"
5715,"Beautiful!
Absolutely Beautiful!!
This is one of those games which makes me realize Bioshock or Metro or Subnautica aren't the only environmental masterpieces.
And gameplay is super good as well if you like platformers."
5716,cute
5717,"Got it for free on Humble Bundle. Its a short and cute platforming game with a grappling mecahnic. I wouldn't buy it full price, but give it a try if you ever come across it. 
"
5718,"This game is astonishing and the story is heart-touching. I'm not good enough to describe how much I loved it with words, but I really did, and some tears fell off my eyes during the end. I'm so happy I gave this game a try, and everyone should too."
5719,"A Story About My Uncle is a great game, it may be short, i completed it in ~5 hours, but it is a very good story/adventure game in my opinion. The game contains a fun grapling hook mechanic, and a bunch of beautiful villages with people. Sometimes I could actually almost go through a wall, but it isnt that big of an issue. All in All 8.5/10

(By the way I got this game on humblebundle for free)"
5720,"A Story About My Uncle is a very short game that can only be described as an air parkour platformer game. It follows the nephew of Uncle Fred, who is narrating over his past adventure to his daughter as a bedtime story. The protagonist, whose name is never revealed, so we will call him Nephew, is looking for his uncle that has not been heard from in a few days. After inspecting his house, Nephew finds a suit that allows him to jump high and far, as well as not take any fall damage and grapple from almost anywhere. He then finds an observatory pad that takes him to another world. From there he has to traverse amazing locations to find his lost uncle, encountering his creations along the way. 

The story is simple but perfectly done it almost brought me to tears. The plot reminds me a lot of the plot for the movie TRON: Legacy. How an idolised family member makes an amazing other world for the young one to explore later on in life. I won't spoil anything but they are very similar.
The graphics, although over 4 years old, still hold very well to this day. 
The movement at times can be a little annoying but otherwise done very well. 
The game is around two hours long which leaves you wanting a lot more, however, you can go back and do a time trial on some areas. 

Although it is only around two hours long, this game takes you on a wonderful journey through amazing landscapes. Definitely worth every penny and worth two hours of your time. I want to experience more in this world.

Story - 9.5/10
Graphics - 9/10
Gameplay - 9/10
Content - 6/10
Appeal - 9/10

-1 for length and replayability
+1 for how well the game was made

Total Score - 9/10"
5721,It's a bit hard to get a feel for the range of your abilities but other than that this is epic and you should play it
5722,Best Free Game I have got so far!
5723,For a First Person Puzzle Game its really awesome i love how the mechanics work and the Beautiful Scenery and heart-touching ending ill give it 9.7/10
5724,I love the concept. It's a bit tricky getting used to the controls. Still learning.
5725,long story short this game good
5726,Kiddie game
5727,"The parkour is fun to an extent, but not good enough to make up for the dialogue, voice acting and characters."
